,source,target,Total,Count
1103,2581,210800,31885,17
1104,2581,32896,132317,77
1105,2581,166781,95042,26
1106,2581,1068513,848,10
1107,2581,210703,218562,34
1108,2581,42427,190071,63
1109,2581,275041,34674,23
1110,2581,2105,13791,7
1111,2581,21787,397879,166
1112,2581,10707,113350,7
1113,2581,101168,272942,40
1114,2581,47009,16,1
1115,2581,244119,4588,4
1116,2581,16197,31,1
1117,2581,674155,13505,20
1118,2581,22274,157651,13
1119,2581,114884,115408,18
1120,2581,743812,10882,34
1121,2581,135589,363122,104
1122,2581,3914,147016,23
1123,2581,43825,1639308,129
1124,2581,15549,50,1
1125,2581,42431,859485,31
1126,2581,52088,28856,4
1127,2581,3681,440914,97
1128,2581,18003,3300,1
1129,2581,21321,1396807,101
1130,2581,132044,26025,29
1131,2581,8999,176233,27
1132,2581,51188,10065,9
1133,2581,3399,90395,24
1134,2581,42437,13842,7
1135,2581,1043635,8987,6
1136,2581,14538,752,9
1137,2581,6106,1367605,93
1138,2581,10128,12220,9
1139,2581,24853,9,1
1140,2581,162454,15365,5
1141,2581,23937,88,1
1142,2581,152026,39500,24
1143,2581,156029,575,1
1144,2581,94837,304988,12
1145,2581,52277,77154,15
1146,2581,379021,25292,10
1147,2581,274380,22127,28
1148,2581,26613,97812,32
1149,2581,80777,19590,7
1150,2581,90497,81234,2
1151,2581,154287,352,1
1152,2581,3710,169160,27
1153,2581,159996,25916,10
1154,2581,44132,16612,29
1155,2581,30194,397289,74
1156,2581,86181,301459,57
1157,2581,275067,5059,12
1158,2581,12271,4740,3
1159,2581,587059,4275,21
1160,2581,162447,1558357,69
1161,2581,272108,15666,2
1162,2581,4996,60,1
1163,2581,18979,243,7
1164,2581,23941,307250,62
1165,2581,158667,188,1
1166,2581,12041,88235,22
1167,2581,25995,60382,16
1168,2581,17023,896372,96
1169,2581,422174,39691,5
1170,2581,1073,39510,12
1171,2581,23929,2009,1
1172,2581,19860,45862,2
1173,2581,275128,40202,17
1174,2581,14417,58287,21
1175,2581,49771,992,2
1176,2581,2050,9349,4
1177,2581,50700,114764,15
1178,2581,155983,234488,33
1179,2581,32286,76231,33
1180,2581,96697,287546,85
1181,2581,61221,543472,93
1182,2581,39426,302,1
1183,2581,8249,65005,2
1184,2581,28902,1453,1
1185,2581,33549,662335,86
1186,2581,533260,5685,15
1187,2581,147042,65812,9
1188,2581,10347,56336,87
1189,2581,30198,27635,112
1190,2581,3569,9232,3
1191,2581,48728,184,2
1192,2581,63560,12855,2
1193,2581,16102,7317,4
1194,2581,3648,209274,35
1195,2581,29851,321,2
1196,2581,1767,4664103,235
1197,2581,13434,46989,15
1198,2581,32472,16936,2
1199,2581,104815,220631,37
1200,2581,598,533132,23
1201,2581,33759,106361,16
1202,2581,62074,14950,1
1203,2581,62045,58557,21
1204,2581,38500,59180,4
1205,2581,8353,19781,14
1206,2581,330270,56184,15
1207,2581,1099008,12809,10
1208,2581,43695,6147,7
1209,2581,85145,48387,32
1210,2581,903017,3282,2
1211,2581,124662,244326,59
1212,2581,83941,877005,96
1213,2581,1774,4432,37
1214,2581,41951,175211,13
1215,2581,321522,194815,9
1216,2581,6555,4610,4
1217,2581,275212,905200,202
1218,2581,212688,53772,17
1219,2581,51879,59560,8
1220,2581,274963,72045,21
1221,2581,18590,2390,2
1222,2581,35292,49282,25
1223,2581,135132,29674,5
1224,2581,100939,488,5
1225,2581,647634,2603,1
1226,2581,42631,40219,21
1227,2581,6011,1700359,430
1228,2581,149622,533668,74
1229,2581,312409,24231,25
1230,2581,587,1074,1
1231,2581,29138,22912,2
1232,2581,8251,19560,2
1233,2581,45766,209735,38
1234,2581,32087,20157,7
1235,2581,10666,3709,2
1236,2581,11039,16709,17
1237,2581,15785,16482,5
1238,2581,3615,12334,5
1239,2581,51414,529688,38
1240,2581,181330,242424,9
1241,2581,253837,26232,8
1242,2581,8891,38312,3
1243,2581,108982,21694,3
1244,2581,34044,1598,1
1245,2581,26403,2195841,86
1246,2581,10071,4054,9
1247,2581,37712,664675,72
1248,2581,135134,50110,38
1249,2581,16552,6043,23
1250,2581,58412,845,1
1251,2581,155968,34152,21
1252,2581,21601,136349,44
1253,2581,274625,110139,44
1254,2581,103941,70389,15
1255,2581,155855,7357,15
1256,2581,210863,58064,16
1257,2581,542573,499,7
1258,2581,36281,1285,2
1259,2581,57882,6623,9
1260,2581,1090719,90922,50
1261,2581,35000,159151,9
1262,2581,52296,17453,4
1263,2581,17307,1585,4
1264,2581,102555,74948,51
1265,2581,274976,18436,4
1266,2581,3441,2698,2
1267,2581,7585,11529,1
1268,2581,563799,84153,33
1269,2581,69642,40967,12
1270,2581,79799,355503,35
1271,2581,15145,58189,18
1272,2581,8962,86574,6
1273,2581,3737,336573,50
1274,2581,141888,64266,17
1275,2581,42547,9455,12
1276,2581,3819,216742,53
1277,2581,34999,100428,30
1278,2581,274939,67897,20
1279,2581,63842,24857,6
1280,2581,17455,42451,20
1281,2581,38754,24450,6
1282,2581,275301,2788488,85
1283,2581,3955,734710,35
1284,2581,38721,22917,4
1285,2581,7948,960691,100
1286,2581,41966,172,3
1287,2581,42038,13600,12
1288,2581,52916,212121,35
1289,2581,152219,30631,8
1290,2581,274703,29651,4
1291,2581,16338,10113,9
1292,2581,72121,67446,39
1293,2581,19397,216441,31
1294,2581,142591,311915,80
1295,2581,42366,487827,99
1296,2581,354783,20841,15
1297,2581,71337,43527,11
1298,2581,71686,22710,22
1299,2581,598556,14764,3
1300,2581,42274,2331,5
1301,2581,13762,4187,1
1302,2581,30632,14434,8
1303,2581,697109,16425,12
1304,2581,85038,123215,35
1305,2581,274931,17460,9
1306,2581,155913,388506,63
1307,2581,165641,5633,10
1308,2581,77585,885495,122
1309,2581,156104,10313,5
1310,2581,654770,113894,26
1311,2581,4857,6294,1
1312,2581,56215,44037,7
1313,2581,275450,43824,17
1314,2581,11453,25022,17
1315,2581,382582,41647,12
1316,2581,21958,269923,89
1317,2581,11617,29343,11
1318,2581,443271,9231,16
1319,2581,99985,92911,13
1320,2581,17872,1409537,69
1321,2581,3963,9,1
1322,2581,26789,11150,13
1323,2581,1011,52051,18
1324,2581,18990,10125,2
1325,2581,67721,50564,9
1326,2581,40336,38192,32
1327,2581,180283,353389,18
1328,2581,105170,1710,8
1329,2581,27482,6612,12
1330,2581,120323,39932,22
1331,2581,52058,33463,7
1332,2581,42491,10503,2
1333,2581,196905,66685,8
1334,2581,11030,17994,5
1335,2581,48228,51356,16
1336,2581,80140,84002,11
1337,2581,79353,1409660,53
1338,2581,69947,82727,3
1339,2581,240436,190585,35
1340,2581,16633,64068,2
1341,2581,59809,336,2
1342,2581,1109,8464,2
1343,2581,257041,1584,3
1344,2581,15122,1802,2
1345,2581,579383,64558,13
1346,2581,916,33522,9
1347,2581,51178,28547,13
1348,2581,9277,5257,1
1349,2581,162752,63461,27
1350,2581,8221,99241,17
1351,2581,152606,67626,24
1352,2581,224875,21471,10
1353,2581,156126,161191,85
1354,2581,79961,113236,18
1355,2581,222758,51749,28
1356,2581,383534,53036,46
1357,2581,63641,10035,3
1358,2581,55522,121800,41
1359,2581,4908,39749,11
1360,2581,275283,6354,4
1361,2581,424329,3512,6
1362,2581,33143,16837,2
1363,2581,22678,2226,3
1364,2581,49656,8130077,123
1365,2581,3781,162099,27
1366,2581,390297,30514,27
1367,2581,145916,88754,29
1368,2581,21244,978,1
1369,2581,26457,312070,13
1370,2581,67542,16223,25
1371,2581,66934,58777,16
1372,2581,19825,3881,3
1373,2581,52850,45004,24
1374,2581,108158,180344,36
1375,2581,41746,72054,7
1376,2581,27329,24534,2
1377,2581,22763,1868,1
1378,2581,13538,7366,1
1379,2581,17515,2118884,82
1380,2581,18953,10675,2
1381,2581,1028,1394007,61
1382,2581,25872,111493,4
1383,2581,117273,70830,11
1384,2581,203305,69981,11
1385,2581,91278,762681,65
1386,2581,42131,106129,99
1387,2581,139,28591,14
1388,2581,41923,98678,21
1389,2581,37365,8043,3
1390,2581,23718,2004,5
1391,2581,5513,825803,57
1392,2581,10915,580646,111
1393,2581,72105,459646,62
1394,2581,108349,59158,25
1395,2581,308258,153981,22
1396,2581,69968,15561,17
1397,2581,52474,48596,26
1398,2581,10245,56321,15
1399,2581,156050,74265,30
1400,2581,29824,68422,20
1401,2581,9495,115195,7
1402,2581,27670,971240,75
1403,2581,6965,2110,1
1404,2581,86908,154181,27
1405,2581,21815,200292,66
1406,2581,4590,22467,9
1407,2581,404730,22369,18
1408,2581,109829,133778,17
1409,2581,11142,218253,28
1410,2581,4990,1955486,63
1411,2581,21992,12296,1
1412,2581,102944,12648,2
1413,2581,135647,68652,8
1414,2581,136492,30007,12
1415,2581,4776,798,1
1416,2581,275576,33557,19
1417,2581,10207,1170,1
1418,2581,156079,61509,62
1419,2581,301607,36246,34
1420,2581,155984,50358,12
1421,2581,9252,7097,2
1422,2581,33618,76585,19
1423,2581,765540,9590,9
1424,2581,4413,1312,2
1425,2581,352,67693,10
1426,2581,566785,66818,42
1427,2581,25072,20587,7
1428,2581,10319,8,1
1429,2581,10237,8368,3
1430,2581,49026,156169,59
1431,2581,42284,116479,21
1432,2581,14356,2374,4
1433,2581,17113,76,1
1434,2581,50507,34363,10
1435,2581,17599,1129,2
1436,2581,9579,7139,4
1437,2581,142468,96568,20
1438,2581,51156,56443,73
1439,2581,33379,42198,27
1440,2581,76016,603,1
1441,2581,113266,64465,8
1442,2581,274667,184626,25
1443,2581,86136,333615,44
1444,2581,34450,39760,9
1445,2581,254572,10095,7
1446,2581,210,94,2
1447,2581,153215,5220,14
1448,2581,2996,60600,2
1449,2581,1046,83500,4
1450,2581,36379,474169,54
1451,2581,3608,93023,24
1452,56308,25277,222,1
1453,56308,89848,72847,3
1454,56308,34450,13750,1
1455,20787,15783,2419,4
1456,20787,16140,1892,2
1457,20787,17432,118,1
1458,20787,105189,783,2
1459,20787,9160,1512,1
1460,20787,19199,636,1
1461,922347,25277,382,1
1462,922347,29817,843,3
1463,284421,25277,13525,19
1464,284421,102555,13920,11
1465,776163,5675,23,1
1466,545932,5675,49,1
1467,663160,5675,32,1
1468,796275,5675,119,1
1469,911488,5675,88,2
1470,806848,5675,1121,2
1471,1043838,5675,98,1
1472,1043838,268,112,1
1473,1273183,5675,8,1
1474,413171,5675,99,1
1475,413171,9284,5776,10
1476,992857,5675,64,1
1477,992857,81933,3050,1
1478,9284,30524,1822,1
1479,9284,310084,210,1
1480,1517910,9284,5411,3
1481,92665,9284,4032,21
1482,30524,51171,168,1
1483,30524,18132,14313,28
1484,310084,9284,20,1
1485,310084,574126,275,1
1486,14896,30524,88470,17
1487,14896,4195,8786,11
1488,14896,66,4621277,2237
1489,14896,2452,8359,28
1490,14896,64847,26949,6
1491,14896,28002,30497,125
1492,51171,107498,101,1
1493,51171,638854,77936,24
1494,49634,30524,2296,2
1495,49634,4194,69,1
1496,49634,1074374,30,1
1497,49634,95995,3051,2
1498,18132,30524,300,1
1499,18132,369450,39703,37
1500,18132,22335,28965,1
1501,52403,30524,174,1
1502,52403,199950,527,1
1503,40553,30524,191,1
1504,40553,23639,12909,21
1505,40553,2319,3325,3
1506,40553,385638,5502,18
1507,40553,328111,98,2
1508,118630,30524,142,2
1509,118630,103,1143,36
1510,118630,2269,12476,9
1511,118630,1069261,730,2
1512,574126,310084,1860,5
1513,574126,1052126,1950,3
1514,72782,72781,10023,9
1515,72782,137776,830,3
1516,72782,100224,2500,2
1517,18416,225759,413,1
1518,18416,3354,1249,5
1519,135137,590290,652521,455
1520,135137,2548,1049,14
1521,135137,19172,14649,12
1522,135137,1446153,77620,86
1523,135137,1446184,228,1
1524,135137,6741,108,1
1525,40174,7481,229,1
1526,40174,960961,13672,224
1527,40174,91570,182298,421
1528,40174,31667,53884,9
1529,74875,886393,37358,1
1530,210800,804,1247,7
1531,210800,8386,72,6
1532,210800,108710,1609,10
1533,210800,1821,12422,75
1534,32896,2581,8856,26
1535,32896,1342,328,2
1536,166781,5151,200,1
1537,210703,477,14,2
1538,210703,3351,862,1
1539,42427,48480,14282,93
1540,42427,1301052,16825,13
1541,275041,2581,45,1
1542,275041,66,43051,98
1543,2105,139876,6161,54
1544,2105,542656,385,1
1545,2105,5455,23643,249
1546,21787,2581,70205,82
1547,10707,66,293782,48
1548,10707,57264,1053,2
1549,10707,57285,112089,49
1550,10707,57266,46747,107
1551,10707,57259,388,3
1552,101168,2581,86458,2
1553,101168,27363,368,2
1554,101168,72,927,10
1555,101168,604300,13631,39
1556,101168,604318,17096,15
1557,101168,604307,4615,21
1558,101168,12184,8750,35
1559,101168,3354,46,1
1560,101168,604314,391000,119
1561,101168,5476,1105,2
1562,101168,3340,835,58
1563,47009,2471,15618,24
1564,47009,623468,162748,124
1565,47009,623464,118596,116
1566,47009,623457,165089,105
1567,244119,1267584,2672,11
1568,244119,1321,1963,51
1569,16197,2566,441,1
1570,16197,3396,7674,7
1571,16197,6678,4362,70
1572,16197,405204,605,1
1573,16197,2272,1160,1
1574,16197,7866,2578,19
1575,16197,405205,7704,4
1576,16197,9635,6575,9
1577,16197,9885,3093,5
1578,16197,405227,5052,1
1579,16197,405188,20,1
1580,22274,7921,11161,551
1581,22274,415457,250,1
1582,22274,71879,653,1
1583,22274,415432,94403,70
1584,22274,12886,271,2
1585,114884,2454,663,4
1586,114884,8625,19251,77
1587,114884,9475,3752,5
1588,114884,849788,2132,6
1589,114884,362833,63278,104
1590,114884,155379,165840,19
1591,135589,2581,10908,28
1592,135589,399,17304,54
1593,3914,462,51399,57
1594,3914,5423,428,18
1595,3914,59177,375,1
1596,43825,2581,10069,14
1597,43825,66,503204,159
1598,43825,1821,26829,80
1599,43825,720188,555702,58
1600,43825,2700,91303,9
1601,15549,384,935,5
1602,15549,1559125,202,6
1603,42431,70918,19905,3
1604,42431,76929,3240,12
1605,42431,222829,3099,26
1606,42431,66,328751,164
1607,42431,18262,9038,49
1608,42431,378682,223144,125
1609,42431,389,4715,34
1610,52088,462,30134,94
1611,52088,49676,583,3
1612,52088,585383,13412,52
1613,3681,2581,2054,1
1614,3681,257448,240,1
1615,18003,3327,21585,134
1616,18003,109912,481,5
1617,18003,22840,672,1
1618,18003,168418,1146,6
1619,21321,1225492,183216,164
1620,21321,205302,125,1
1621,132044,10811,13664,52
1622,132044,28030,1313,7
1623,132044,632282,422,3
1624,8999,12194,9893,16
1625,51188,357937,2969,9
1626,51188,29003,1681,3
1627,51188,339093,56,1
1628,3399,7143,7222,8
1629,3399,190434,1094,2
1630,3399,387062,150,1
1631,42437,966,2316,35
1632,42437,1316773,2050,4
1633,42437,6565,10822,19
1634,42437,4034,843,3
1635,14538,2581,90358,56
1636,6106,393,10117,53
1637,6106,394905,261055,124
1638,6106,35709,87943,295
1639,6106,201186,2957,63
1640,10128,2581,212674,62
1641,10128,113508,491115,195
1642,24853,380,1736,11
1643,24853,426990,350,2
1644,24853,43973,2262,13
1645,24853,45519,2041,3
1646,162454,5030,22536,42
1647,162454,1204714,54792,11
1648,162454,1474630,1060,1
1649,162454,1474639,1089,3
1650,162454,108786,121,1
1651,162454,1225717,15980,20
1652,162454,35502,8589,26
1653,162454,681491,81,1
1654,23937,357367,1754,1
1655,23937,31008,17498,28
1656,23937,41190,400,6
1657,23937,42140,288,2
1658,152026,66,487050,147
1659,152026,366552,3855,10
1660,156029,462,121477,111
1661,156029,1147696,169576,22
1662,156029,149699,25174,34
1663,156029,166770,22265,26
1664,379021,103,375,4
1665,274380,5036,685,11
1666,274380,274379,358114,223
1667,26613,1050334,2500,1
1668,26613,2177,32,1
1669,80777,1239872,964,1
1670,80777,486177,100923,253
1671,80777,400343,2752,5
1672,90497,1589,41,1
1673,90497,67221,43,1
1674,90497,421266,435,1
1675,90497,134732,22637,5
1676,154287,251232,739,1
1677,3710,60031,486,1
1678,3710,1267905,12000,1
1679,3710,312074,39765,27
1680,3710,1263061,6000,2
1681,3710,1267865,4981,1
1682,3710,1267907,19220,21
1683,3710,241705,2607,1
1684,159996,847,5625,9
1685,44132,389,17,1
1686,44132,625876,283120,117
1687,30194,804,678,7
1688,30194,4601,10879,15
1689,30194,340824,900,8
1690,30194,971924,1978,1
1691,30194,32879,2375,2
1692,30194,34796,2020,21
1693,30194,1099569,1672,17
1694,30194,6725,823677,1375
1695,30194,90715,103,1
1696,86181,65668,138047,110
1697,275067,2208,18836,38
1698,275067,14833,385,14
1699,275067,974553,39794,40
1700,12271,12282,1446,3
1701,12271,12284,57401,67
1702,587059,21815,36506,14
1703,162447,1342,74,2
1704,272108,31532,233426,24
1705,272108,1269540,75000,6
1706,272108,41160,10119,15
1707,272108,676843,4550,14
1708,272108,1269533,11500,1
1709,272108,1269541,24772,7
1710,272108,369385,410911,41
1711,4996,950,364,52
1712,4996,2222,2826,15
1713,4996,209605,4171,6
1714,4996,12530,47412,57
1715,4996,258475,90,1
1716,4996,1229245,12,1
1717,4996,1229237,1293,1
1718,4996,161778,132,3
1719,4996,2548,3214,66
1720,4996,1229253,1558,15
1721,4996,52533,247,1
1722,4996,263012,200,1
1723,4996,258637,27902,40
1724,18979,25655,394,11
1725,18979,1071597,453,1
1726,18979,48133,30,1
1727,18979,24895,12705,1
1728,23941,939626,30835,99
1729,158667,1018164,1942,4
1730,158667,815812,7158,2
1731,158667,461503,6421,3
1732,12041,65589,8398,5
1733,25995,68,576513,214
1734,25995,8119,3094,7
1735,25995,92,38047,22
1736,25995,179976,834,2
1737,25995,505500,289,2
1738,25995,34341,2,1
1739,25995,183553,3124,11
1740,17023,2581,204517,30
1741,17023,783863,16048,20
1742,17023,409877,70,1
1743,17023,79991,34277,190
1744,422174,66,134987,60
1745,1073,1324,335,4
1746,1073,7132,2836,24
1747,23929,68734,715,4
1748,275128,22065,2552,31
1749,14417,6449,372,2
1750,14417,1034921,100584,17
1751,49771,2222,18,1
1752,49771,399,3884,2
1753,49771,46869,13916,28
1754,49771,103387,2239,9
1755,49771,103357,152405,170
1756,49771,20659,61,1
1757,2050,86975,2200,27
1758,2050,12261,207930,156
1759,50700,838987,840,9
1760,50700,838968,6839,23
1761,96697,2581,108887,48
1762,96697,389,1041,3
1763,96697,290344,355,3
1764,96697,808894,1512,4
1765,96697,957573,4737,8
1766,96697,957571,41643,23
1767,96697,957576,3605,5
1768,61221,1346,70,1
1769,39426,452,169,2
1770,39426,2208,391167,103
1771,39426,2222,227,1
1772,39426,829,28955,252
1773,39426,2548,4037,46
1774,39426,270430,121,1
1775,39426,9789,3972,9
1776,39426,1245317,176510,108
1777,39426,649744,168,1
1778,39426,1475015,742,2
1779,39426,417054,1331,1
1780,39426,2251,92559,193
1781,8249,560356,51269,45
1782,8249,560392,2780,9
1783,8249,560397,727173,5
1784,28902,950,181,4
1785,28902,729,1080,2
1786,33549,2581,298,1
1787,33549,103,17502,32
1788,533260,533261,4177,29
1789,147042,462,56242,31
1790,147042,815415,2358,1
1791,10347,11378,29864,206
1792,30198,2581,1000,1
1793,30198,380,560,5
1794,30198,105394,919,7
1795,30198,1167177,722,1
1796,30198,1167186,78039,86
1797,63560,640386,82344,63
1798,16102,2878,12712,2
1799,16102,721670,1471265,425
1800,16102,4776,2942,4
1801,3648,1342,215,1
1802,3648,2250,518,2
1803,3648,3647,50,1
1804,29851,16848,6974,97
1805,1767,82325,3034,18
1806,13434,2222,507,1
1807,13434,1165701,47095,4
1808,13434,1429548,250,1
1809,32472,3349,3147,35
1810,104815,258703,338,1
1811,104815,700756,229,2
1812,33759,7538,26947,45
1813,33759,17982,1107,34
1814,33759,62283,995,9
1815,62045,804,786,7
1816,62045,107630,10223,59
1817,62045,325179,293000,83
1818,38500,66,22456,3
1819,38500,665689,2481,5
1820,8353,1000364,1206441,308
1821,8353,93132,3442,14
1822,8353,1000365,4909,10
1823,8353,590117,346542,37
1824,8353,1000367,97800,26
1825,8353,1000361,2430,6
1826,8353,226658,17797,3
1827,330270,66,119504,48
1828,330270,799,8482,12
1829,330270,1412572,8322,132
1830,1099008,698043,1260,14
1831,43695,2452,114,1
1832,85145,11517,69796,64
1833,903017,6475,2352,101
1834,903017,766503,20173,10
1835,124662,2581,876,21
1836,124662,5462,1096,5
1837,124662,429646,5942,12
1838,124662,213049,301902,275
1839,83941,2581,6967,15
1840,1774,10244,235,1
1841,1774,55316,13665,6
1842,41951,211563,2242,1
1843,41951,187246,78,1
1844,321522,2581,26355,8
1845,321522,1820,273,4
1846,321522,40110,630,3
1847,6555,4150,678,3
1848,6555,131757,7401,26
1849,6555,4750,843,2
1850,6555,41300,1061,12
1851,6555,60844,2666,27
1852,275212,2581,91048,79
1853,275212,97672,10733,36
1854,275212,76565,37,1
1855,212688,1357,759,47
1856,212688,8656,10760,14
1857,212688,56952,130313,25
1858,51879,1323000,397797,11
1859,274963,2581,385,3
1860,18590,21502,112053,99
1861,35292,6729,3647,76
1862,135132,611975,582926,14
1863,135132,59925,100539,5
1864,100939,950,640,11
1865,100939,39605,4032,86
1866,42631,66647,27,1
1867,42631,222253,1152201,88
1868,42631,460625,20776,24
1869,42631,37206,174532,218
1870,6011,2581,80,2
1871,6011,26021,1703,25
1872,6011,43503,2765,79
1873,6011,2214,14101,53
1874,6011,46928,3784,19
1875,6011,46934,932,8
1876,6011,46940,283538,423
1877,149622,2581,30096,27
1878,149622,2250,759,3
1879,149622,40114,559,3
1880,149622,15982,279483,357
1881,312409,2581,789,4
